Date,Open,High,Low,Close,Adj Close,Volume
2024-09-25,64302.58984375,64804.50390625,62945.375,63143.14453125,63143.14453125,25078377700
2024-09-26,63138.546875,65790.796875,62669.26953125,65181.01953125,65181.01953125,36873129847
2024-09-27,65180.6640625,66480.6953125,64852.9921875,65790.6640625,65790.6640625,32058813449
2024-09-28,65792.1796875,66255.53125,65458.03515625,65887.6484375,65887.6484375,15243637984
2024-09-29,65888.8984375,66069.34375,65450.015625,65635.3046875,65635.3046875,14788214575

